calib_tl,-0.44999999999999996,0.0
vaseline,-0.7496662223040367,-0.4790514037880734
wood_bowl,-0.8143177482749759,-0.3189910405974823
garlic_press,-0.36523169229337615,-0.2999884694977758
VIRTUAL_ME,-0.8099999999999994,-0.5850000000000001
VIRTUAL_YOU,-0.09000000000000008,0.13500000000000006
orange_5,-0.3596433433601499,-0.24720638182954682
orange_4,-0.24200127037813968,-0.051467610414673265
calib_br,-0.4499999999999996,-0.45000000000000007
orange_2,-0.6654258902255727,-0.34854038002107857
orange_1,-0.9836923297885464,-0.45475360125904996
syringe,-0.504437928474474,-0.09891259272445538
orange_3,-0.478583508145187,-0.17123433014862213
pickle,-0.26042944040652083,-0.1362404696353327
calib_tr,0.0,0.0
